Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type
73,node020.pico.cineca.it,1,NODE_LOCAL,1481872378144,1481872439403,0,59635,1460,263,2476,0,0,0,ShuffleMapTask
5,node020.pico.cineca.it,1,NODE_LOCAL,1481872378116,1481872439629,0,59924,1518,263,2476,0,0,0,ShuffleMapTask
9,node020.pico.cineca.it,1,NODE_LOCAL,1481872378118,1481872439700,0,59995,1517,263,2476,0,0,0,ShuffleMapTask
29,node020.pico.cineca.it,1,NODE_LOCAL,1481872378127,1481872439871,0,60166,1483,263,2476,0,0,0,ShuffleMapTask
17,node020.pico.cineca.it,1,NODE_LOCAL,1481872378122,1481872439958,0,60253,1516,263,2476,0,0,0,ShuffleMapTask
77,node020.pico.cineca.it,1,NODE_LOCAL,1481872378146,1481872441162,0,61459,1458,273,2476,0,0,0,ShuffleMapTask
1,node020.pico.cineca.it,1,NODE_LOCAL,1481872378115,1481872441487,0,61784,1518,273,2476,0,0,0,ShuffleMapTask
25,node020.pico.cineca.it,1,NODE_LOCAL,1481872378126,1481872442018,0,62314,1486,286,2476,0,0,0,ShuffleMapTask
41,node020.pico.cineca.it,1,NODE_LOCAL,1481872378132,1481872442129,0,62426,1478,286,2476,0,0,0,ShuffleMapTask
61,node020.pico.cineca.it,1,NODE_LOCAL,1481872378140,1481872442178,0,62475,1470,286,2476,0,0,0,ShuffleMapTask
45,node020.pico.cineca.it,1,NODE_LOCAL,1481872378134,1481872442773,0,63069,1476,286,2476,0,0,0,ShuffleMapTask
33,node020.pico.cineca.it,1,NODE_LOCAL,1481872378129,1481872442839,0,63136,1482,286,2476,0,0,0,ShuffleMapTask
65,node020.pico.cineca.it,1,NODE_LOCAL,1481872378142,1481872442893,0,63188,1467,286,2476,0,0,0,ShuffleMapTask
37,node020.pico.cineca.it,1,NODE_LOCAL,1481872378131,1481872442956,0,63255,1478,286,2476,0,0,0,ShuffleMapTask
21,node020.pico.cineca.it,1,NODE_LOCAL,1481872378124,1481872442967,0,63264,1515,286,2476,0,0,0,ShuffleMapTask
69,node020.pico.cineca.it,1,NODE_LOCAL,1481872378143,1481872443068,0,63361,1466,286,2476,0,0,0,ShuffleMapTask
49,node020.pico.cineca.it,1,NODE_LOCAL,1481872378135,1481872443238,0,63535,1474,286,2476,0,0,0,ShuffleMapTask
53,node020.pico.cineca.it,1,NODE_LOCAL,1481872378137,1481872443287,0,63584,1475,295,2476,0,0,0,ShuffleMapTask
13,node020.pico.cineca.it,1,NODE_LOCAL,1481872378120,1481872443316,0,63607,1517,295,2476,0,0,0,ShuffleMapTask
48,node022.pico.cineca.it,0,NODE_LOCAL,1481872378135,1481872444375,0,64749,1383,273,2476,0,0,0,ShuffleMapTask
40,node022.pico.cineca.it,0,NODE_LOCAL,1481872378132,1481872444453,0,64833,1386,273,2476,0,0,0,ShuffleMapTask
57,node020.pico.cineca.it,1,NODE_LOCAL,1481872378139,1481872444708,0,65003,1471,295,2476,0,0,0,ShuffleMapTask
16,node022.pico.cineca.it,0,NODE_LOCAL,1481872378122,1481872444779,0,65158,1429,273,2476,0,0,0,ShuffleMapTask
70,node017.pico.cineca.it,3,NODE_LOCAL,1481872378143,1481872446140,0,66455,1379,267,2476,0,0,0,ShuffleMapTask
78,node017.pico.cineca.it,3,NODE_LOCAL,1481872378146,1481872446226,0,66581,1377,267,2476,0,0,0,ShuffleMapTask
30,node017.pico.cineca.it,3,NODE_LOCAL,1481872378128,1481872447305,0,67663,1407,278,2476,0,0,0,ShuffleMapTask
44,node022.pico.cineca.it,0,NODE_LOCAL,1481872378133,1481872447350,0,67731,1385,283,2476,0,0,0,ShuffleMapTask
62,node017.pico.cineca.it,3,NODE_LOCAL,1481872378140,1481872447498,0,67854,1382,278,2476,0,0,0,ShuffleMapTask
50,node017.pico.cineca.it,3,NODE_LOCAL,1481872378136,1481872447545,0,67900,1387,278,2476,0,0,0,ShuffleMapTask
6,node017.pico.cineca.it,3,NODE_LOCAL,1481872378117,1481872447610,0,67970,1447,278,2476,0,0,0,ShuffleMapTask
68,node022.pico.cineca.it,0,NODE_LOCAL,1481872378143,1481872447728,0,68109,1374,283,2476,0,0,0,ShuffleMapTask
4,node022.pico.cineca.it,0,NODE_LOCAL,1481872378116,1481872447809,0,68189,1434,283,2476,0,0,0,ShuffleMapTask
38,node017.pico.cineca.it,3,NODE_LOCAL,1481872378131,1481872447923,0,68279,1396,278,2476,0,0,0,ShuffleMapTask
52,node022.pico.cineca.it,0,NODE_LOCAL,1481872378137,1481872447980,0,68360,1383,283,2476,0,0,0,ShuffleMapTask
32,node022.pico.cineca.it,0,NODE_LOCAL,1481872378129,1481872448037,0,68415,1390,283,2476,0,0,0,ShuffleMapTask
54,node017.pico.cineca.it,3,NODE_LOCAL,1481872378137,1481872448143,0,68498,1385,278,2476,0,0,0,ShuffleMapTask
76,node022.pico.cineca.it,0,NODE_LOCAL,1481872378146,1481872448154,0,68534,1365,283,2476,0,0,0,ShuffleMapTask
56,node022.pico.cineca.it,0,NODE_LOCAL,1481872378138,1481872448189,0,68568,1382,283,2476,0,0,0,ShuffleMapTask
36,node022.pico.cineca.it,0,NODE_LOCAL,1481872378130,1481872448225,0,68596,1390,283,2476,0,0,0,ShuffleMapTask
20,node022.pico.cineca.it,0,NODE_LOCAL,1481872378124,1481872448272,0,68651,1425,283,2476,0,0,0,ShuffleMapTask
58,node017.pico.cineca.it,3,NODE_LOCAL,1481872378139,1481872448306,0,68665,1384,278,2476,0,0,0,ShuffleMapTask
10,node017.pico.cineca.it,3,NODE_LOCAL,1481872378119,1481872448308,0,68665,1447,278,2476,0,0,0,ShuffleMapTask
12,node022.pico.cineca.it,0,NODE_LOCAL,1481872378120,1481872448453,0,68833,1430,283,2476,0,0,0,ShuffleMapTask
8,node022.pico.cineca.it,0,NODE_LOCAL,1481872378118,1481872448622,0,69000,1433,295,2476,0,0,0,ShuffleMapTask
66,node017.pico.cineca.it,3,NODE_LOCAL,1481872378142,1481872448635,0,68992,1380,278,2476,0,0,0,ShuffleMapTask
14,node017.pico.cineca.it,3,NODE_LOCAL,1481872378121,1481872448753,0,69111,1448,278,2476,0,0,0,ShuffleMapTask
0,node022.pico.cineca.it,0,NODE_LOCAL,1481872378097,1481872448797,0,69174,1435,295,2476,0,0,0,ShuffleMapTask
2,node017.pico.cineca.it,3,NODE_LOCAL,1481872378115,1481872448801,0,69161,1447,278,2476,0,0,0,ShuffleMapTask
72,node022.pico.cineca.it,0,NODE_LOCAL,1481872378144,1481872448869,0,69249,1368,295,2476,0,0,0,ShuffleMapTask
28,node022.pico.cineca.it,0,NODE_LOCAL,1481872378127,1481872448885,0,69265,1390,295,2476,0,0,0,ShuffleMapTask
46,node017.pico.cineca.it,3,NODE_LOCAL,1481872378134,1481872448956,0,69312,1391,278,2476,0,0,0,ShuffleMapTask
63,node027.pico.cineca.it,2,NODE_LOCAL,1481872378141,1481872449064,0,69362,1428,270,2476,0,0,0,ShuffleMapTask
24,node022.pico.cineca.it,0,NODE_LOCAL,1481872378125,1481872449069,0,69450,1391,295,2476,0,0,0,ShuffleMapTask
22,node017.pico.cineca.it,3,NODE_LOCAL,1481872378124,1481872449116,0,69474,1415,292,2476,0,0,0,ShuffleMapTask
26,node017.pico.cineca.it,3,NODE_LOCAL,1481872378126,1481872449131,0,69490,1411,292,2476,0,0,0,ShuffleMapTask
60,node022.pico.cineca.it,0,NODE_LOCAL,1481872378140,1481872449531,0,69909,1379,295,2476,0,0,0,ShuffleMapTask
34,node017.pico.cineca.it,3,NODE_LOCAL,1481872378129,1481872449627,0,69984,1403,292,2476,0,0,0,ShuffleMapTask
35,node027.pico.cineca.it,2,NODE_LOCAL,1481872378130,1481872449880,0,70190,1443,270,2476,0,0,0,ShuffleMapTask
42,node017.pico.cineca.it,3,NODE_LOCAL,1481872378132,1481872450034,0,70389,1395,292,2476,0,0,0,ShuffleMapTask
64,node022.pico.cineca.it,0,NODE_LOCAL,1481872378141,1481872450177,0,70554,1378,295,2476,0,0,0,ShuffleMapTask
11,node027.pico.cineca.it,2,NODE_LOCAL,1481872378119,1481872450179,0,70490,1480,270,2476,0,0,0,ShuffleMapTask
59,node027.pico.cineca.it,2,NODE_LOCAL,1481872378139,1481872450216,0,70525,1432,270,2476,0,0,0,ShuffleMapTask
75,node027.pico.cineca.it,2,NODE_LOCAL,1481872378145,1481872450277,0,70585,1424,283,2476,0,0,0,ShuffleMapTask
74,node017.pico.cineca.it,3,NODE_LOCAL,1481872378145,1481872450396,0,70752,1377,292,2476,0,0,0,ShuffleMapTask
18,node017.pico.cineca.it,3,NODE_LOCAL,1481872378123,1481872450426,0,70786,1443,292,2476,0,0,0,ShuffleMapTask
43,node027.pico.cineca.it,2,NODE_LOCAL,1481872378133,1481872450961,0,71271,1439,283,2476,0,0,0,ShuffleMapTask
15,node027.pico.cineca.it,2,NODE_LOCAL,1481872378121,1481872450969,0,71281,1478,283,2476,0,0,0,ShuffleMapTask
7,node027.pico.cineca.it,2,NODE_LOCAL,1481872378117,1481872450987,0,71298,1483,283,2476,0,0,0,ShuffleMapTask
51,node027.pico.cineca.it,2,NODE_LOCAL,1481872378136,1481872451055,0,71366,1435,283,2476,0,0,0,ShuffleMapTask
71,node027.pico.cineca.it,2,NODE_LOCAL,1481872378144,1481872451072,0,71384,1425,283,2476,0,0,0,ShuffleMapTask
79,node027.pico.cineca.it,2,NODE_LOCAL,1481872378147,1481872451150,0,71461,1420,283,2476,0,0,0,ShuffleMapTask
39,node027.pico.cineca.it,2,NODE_LOCAL,1481872378131,1481872451152,0,71462,1439,283,2476,0,0,0,ShuffleMapTask
55,node027.pico.cineca.it,2,NODE_LOCAL,1481872378138,1481872451201,0,71513,1433,283,2476,0,0,0,ShuffleMapTask
3,node027.pico.cineca.it,2,NODE_LOCAL,1481872378116,1481872451225,0,71537,1482,283,2476,0,0,0,ShuffleMapTask
67,node027.pico.cineca.it,2,NODE_LOCAL,1481872378142,1481872451227,0,71536,1426,283,2476,0,0,0,ShuffleMapTask
27,node027.pico.cineca.it,2,NODE_LOCAL,1481872378127,1481872451427,0,71737,1443,283,2476,0,0,0,ShuffleMapTask
23,node027.pico.cineca.it,2,NODE_LOCAL,1481872378125,1481872451455,0,71766,1475,283,2476,0,0,0,ShuffleMapTask
47,node027.pico.cineca.it,2,NODE_LOCAL,1481872378134,1481872451706,0,72017,1436,298,2476,0,0,0,ShuffleMapTask
31,node027.pico.cineca.it,2,NODE_LOCAL,1481872378128,1481872451749,0,72060,1443,298,2476,0,0,0,ShuffleMapTask
